smiles,LogS
O=C1NCCCCCCCCCCCCCC1,-2.8740001
O=C(NCCNC(=O)CCCCC)CCCCC,-3.108
O=C(O)C(OC(=O)C)c1ccccc1,-1.2309999
O=C(O)C(NCCC#N)C,-0.0069999999999999
ClCC(=O)N(CCOCCC)c1c(CC)cccc1CC,-3.7950001
Clc1ccc(Oc2ccc(OC(C(=O)OCC(C)C)C)cc2)cc1,-3.2869999
Clc1ccc(C(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)cc1,-7.2429999999999986
Clc1c2C(=O)N(C(=O)c2ccc1)C1(C(=O)N)CCCCC1,-4.0100002
Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)c(Cl)cc(Cl)c1Cl,-9.2910004
Clc1c(c(Cl)c(Cl)cc1Cl)-c1c(Cl)c(Cl)ccc1,-8.604000099999999
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)ccc(Cl)c1,-7.860000099999999
Ic1cc2C(=O)OCc2cc1,-3.2110000000000003
O=C(OC(C#C)/C(=C/CC)/C)C1C(C)(C)C1C=C(C)C,-6.3930001
O=C(OC(COC(=O)C)C1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)O1)C,-2.6619999
FC(F)(F)c1cc([N+](=O)[O-])c(N(CC(=C)C)CC)c([N+](=O)[O-])c1,-6.046
S(N(CCCC)CCCC)N(C(=O)Oc1c2OC(C)(C)Cc2ccc1)C,-6.1030002
O=C(Nc1cc(OC(C)C)ccc1)c1c(C)cccc1,-4.3260002
Clc1c(Cl)c(Cl)cc(Cl)c1-c1c(Cl)cc(Cl)cc1,-7.4710002000000015
S(=O)(=O)(C(C)(C)C)CSP(=S)(OCC)OCC,-2.895
Brc1ccc(-c2ccc(C3CC(C=4C(=O)Oc5c(C=4O)cccc5)c4c(cccc4)C3)cc2)cc1,-8.138999900000002
FC=1C(=O)NC(=O)N(C(=O)NC)C=1,-2.48
Clc1c(OP(=S)(OC)OC)c(Cl)cc(C)c1,-5.4369998
S(C)C=1N(/N=C/C(C)C)C(=O)C(C(C)(C)C)=NN=1,-4.4289999
Clc1c(Cl)c2oc3c(c2cc1Cl)cc(Cl)c(Cl)c3,-9.1610003
O=C(OC)C(N(C(=O)COC)c1c(C)cccc1C)C,-1.5219999999999998
N(=Nc1ccc(C)cc1)c1c(N)ccc(C)c1,-3.902
O=C1C(CC)(CC)C(N)=NC(=O)N1,-1.3969999999999998
O=C(O)/C(=C(/C)\c1ccccc1)/CC(=O)O,-3.017
O=C1C(=O)NC=2N=CNC(=O)C=2N1,-3.678
ClCCN(N=O)C(=O)NCC1C(O)C(O)C(O)C(OC)O1,-1.561
Clc1c(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)ccc1Cl,-8.239000299999999
O=C(OC)C1CN(C)C(=O)C1,0.80400002
Ic1c(NC(=O)C(O)C)c(I)c(C(=O)NC(CO)CO)c(I)c1C(=O)NC(CO)CO,-0.74400002
Clc1c(Cl)cccc1-c1c(Cl)cc(Cl)cc1Cl,-7.400000099999999
Clc1c(Cl)ccc(Oc2c(Cl)cccc2)c1,-5.1989999000000005
S(=O)(=O)(O)c1c(N)c2c(c(S(=O)(=O)O)c1)ccc(S(=O)(=O)O)c2,-0.31900001
Clc1c(C(=O)NC(=O)Nc2ccc(OC(F)(F)F)cc2)cccc1,-7.157000099999999
O=C(N)COC(=O)c1ccccc1,-1.64
O=C(NCC)COC(=O)c1ccccc1,-2.237
O=C(N(CC)CC)COC(=O)c1ccccc1,-2.0710001
O=C(O)/C(=C\C(=O)OCC)/C,-0.91799998
FC(F)(F)c1c(C(=O)Nc2cc(OC(C)C)ccc2)cccc1,-4.6950002
Clc1cc2oc(Oc3ccc(OC(C(=O)OCC)C)cc3)nc2cc1,-5.6040001
O=C(NC(CC)(CC)CC)N,-1.819
Clc1c(OCCN(C(=O)n2cncc2)CCC)c(Cl)cc(Cl)c1,-4.044000100000001
Clc1c(Cl)cc(Cl)cc1-c1c(Cl)cc(Cl)cc1,-7.820000200000001
Clc1c(c(Cl)c(Cl)cc1Cl)-c1ccc(Cl)cc1,-7.880000099999998
Clc1c(Cl)c(Cl)cc(Cl)c1-c1c(Cl)ccc(Cl)c1,-8.0100002
Clc1c(Oc2c(Cl)cccc2)ccc(Cl)c1,-4.9499998
Clc1c(NC(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)ccc(C(F)(F)F)c1,-8.0030003
Clc1c(N[N+](=O)[O-])ccc(Cl)c1,-3.0
Clc1c(Oc2ccc(OC(C(=O)O)C)cc2)ncc(C(F)(F)F)c1,-3.921
Clc1c(Cl)cc(-c2c(Cl)ccc(Cl)c2)cc1Cl,-7.315000099999999
Clc1cc([N+](=O)[O-])c(N=NC2=C(O)N(CC)C(=O)C(C#N)=C2C)cc1,-6.690000099999999
O=C(OC)[C@H](N(C(=O)COC)c1c(C)cccc1C)C,-1.031
S(=O)(=O)(Nc1scc(C)n1)c1ccc(NC(=O)C)cc1,-2.151
Clc1c(C(=O)c2c(OCC(=O)c3ccccc3)n(C)nc2C)ccc(Cl)c1,-2.651
Clc1c(Oc2cc(C(=O)NS(=O)(=O)C)c([N+](=O)[O-])cc2)ccc(C(F)(F)F)c1,-3.9430001
Clc1cc2[n+]([O-])nc(-n3cncc3)nc2cc1,-3.862
O(/N=C\1/C2(C)C(C)(C)C(C/1)CC2)CC#C,-2.312
Clc1c(c(Cl)c(Cl)cc1Cl)-c1cc(Cl)c(Cl)cc1,-8.477999699999998
Clc1c(c(Cl)ccc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1,-8.2700005
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)cc(Cl)cc1Cl,-9.4809999
BrC(C(=O)NC(C)(C)c1ccccc1)C(C)(C)C,-4.9450002
O(NC(=O)c1occc1)C(=O)c1occc1,-1.972
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(CC(N)C(=O)OCC)c1,-4.605
O=C(O)C(O)(CN)C,-1.336
S(COC(=O)c1c(OC(=O)C)cccc1)C,-2.6400001
Clc1cc2ncc(Oc3ccc(OC(C(=O)O)C)cc3)nc2cc1,-6.0599999
S(=O)(=O)(/N=C(\N)/CCSCc1nc(N=C(N)N)sc1)N,-2.5280001
O=C(OC)/C=C/C(=C/C(=O)O)/C,-0.875
O=C(N(N1C(=O)OCC1)c1c(C)cccc1C)COC,-1.913
O=C(OC)c1c(C2=NC(=O)C(C(C)C)(C)N2)cc(C)cc1,-2.46
O=C(NCCCCCCCCC)c1cnccc1,-3.1400001
O=C(NCCCCCCCCCC)c1cnccc1,-3.0769999
O=C(NCCCCCCCCCCC)c1cnccc1,-3.027
S(N(C(C)C)CCC(=O)OCC)N(C(=O)Oc1c2OC(C)(C)Cc2ccc1)C,-4.71
Clc1c(C)c(Cl)ccc1C(=O)c1c(OCC(=O)c2ccc(C)cc2)n(C)nc1C,-6.5209999000000005
S(=O)(=O)(O)c1ncsc1,0.36000001
[Si](Cn1ncnc1)(C)(c1ccc(F)cc1)c1ccc(F)cc1,-3.766
ClCC(=O)N(COC/C=C/C)c1c(CC)cccc1CC,-4.0289998
O(/N=C(/CC)\C=1C(=O)CC(c2c(C)cc(C)cc2C)CC=1O)CC,-4.8189998
Clc1ccc(C(C#N)(CCCC)Cn2ncnc2)cc1,-3.308000100000001
S=C(Oc1cc(C(C)(C)C)ccc1)N(C)c1nc(OC)ccc1,-6.0139999
N(\Nc1nc(C)cc(C)n1)=C(/C)\c1c(C)cccc1,-3.1960001
S(=O)(=O)(N)c1cnc(O)cc1,-1.8430001
O=C(OC)C(O)C(O)C(=O)O,0.183
S(=O)(=O)(NC(=O)OCC(CC)CC)N,-1.749
O=C(O)C(CCC(C)C)C,-1.983
Clc1c(C(=O)O)c2ncc(C)cc2cc1,-2.997
O=C(NC)C(C(=O)NC)(CC)CC,0.030999999
S(=O)(=O)(NC(=O)OCC(CCCC)CC)N,-2.402
O=C(O)C(NC=O)C(C)(C)C,-1.901
O=[N+]([O-])c1oc(/C=C/C=N/NC(=O)C(=O)N)cc1,-4.8000002
C(CC)Cc1c2c3c(ccc2cc2c1cccc2)cccc3,-7.525000099999999
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1n(C)ncc1C(=O)OCC,-4.4559999
Fc1ccc(C2(O)CCN(CCCC(=O)c3ccccc3)CC2)cc1,-4.3569999
O=C(C)n1ncc2C(=O)NC=Nc12,-2.3759999
ClCC(=O)N(Cc1c(OC)ccs1)c1c(C)cccc1C,-4.4689999
FC(F)(F)c1cc(C=2C(=O)C(c3ccccc3)OC=2NC)ccc1,-3.9790001
O(CC)c1nc(N)sn1,-0.65100002
O=C(N)/C(=C\C)/CCCC,-1.372
O=C(OCn1ncc2C(=O)NC=Nc12)C(C)(C)C,-2.6819999
O=C(OCn1ncc2C(=O)N(COC(=O)CCC)C=Nc12)CCC,-3.828000100000001
Clc1c(C(=O)C2C(=O)CCCC2=O)ccc(S(=O)(=O)C)c1,-3.299
O=[N+]([O-])c1cc2C(=O)OC(CC)c2cc1,-2.55
O=C(OCCCCCCC)c1cnccc1,-2.7430000000000003
O=C(Nc1c2c(c(OCC)cc1)nccc2)C,-1.517
O=[N+]([O-])c1cc(C(=O)OC)c(C(=O)O)cc1,-1.721
O=C1N(C)c2nccnc2C=N1,-1.3710001
O=C(N)C(CCC(C)C)CC,-2.352
O=C(O)C(CCCC(=O)O)(c1ccccc1)c1ccccc1,-3.174
S(=O)(=O)(N)c1sc(S(=O)(=O)CCCOC(=O)C)cc1,-2.5510001
O=C(O)CCC(NC(=O)c1ccccc1)C,-1.692
S(=O)(=O)(N)c1sc2C(=O)CCSc2c1,-3.494
O=C(N(CCO)CCO)COC(=O)c1ccccc1,0.43000001
O=C(COC(=O)c1ccccc1)N1CCCCC1,-2.5009999
O=C(COC(=O)c1ccccc1)N1CCOCC1,-1.773
S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(O)c2c1,-1.355
S(=O)(=O)(N)c1ccc(S(=O)(=O)CCO)cc1,-1.604
S(=O)(=O)(N)c1ccc(S(=O)(=O)CCC(O)(C)C)cc1,-1.944
S(=O)(=O)(N)c1cc(F)c(S(=O)(=O)CCCO)cc1,-1.654
S(=O)(=O)(N)c1cc(F)c(S(=O)(=O)CCCCO)cc1,-2.3
S=C(N/N=C/c1cc(OC2C(O)C(O)C(O)C(CO)O2)c(OC)cc1)N,-2.8889999
O=C1NCCCCCCCCCCCCCCCCC1,-2.8469999
O=C(O)C(CCCCC(=O)O)(c1ccccc1)c1ccccc1,-3.4300001000000004
O=[N+](OCC1C(O[N+](=O)[O-])C(O[N+](=O)[O-])C(O[N+](=O)[O-])C(OCCCC)O1)[O-],-5.2779999
N(c1nc(C#CC)cc(C)n1)c1ccccc1,-4.8569999
Clc1cc2ncc(Oc3ccc(O[C@@H](C(=O)OCCON=C(C)C)C)cc3)nc2cc1,-5.848
O=C(N(OC)C)Nc1ccc(Oc2cc3OC(OC)(C)CC(C)(C)c3cc2)cc1,-6.0009999
O(C(C)(C)C)C(=O)c1ccc(CO/N=C/c2c(Oc3ccccc3)n(C)nc2C)cc1,-7.46
O=C(O)c1c(C2=NC(C(C)C)(C)C(=O)N2)ncc(COC)c1,-1.84
O=C(NCCCC)COC(=O)c1ccccc1,-2.7590001
O=C(NC(CO)(CO)CO)COC(=O)c1ccccc1,-1.268
O=C(N(CC)CC)COC(=O)c1c(OC(=O)C)cccc1,-2.109
Clc1c(OC(F)(F)C(F)OC(F)(F)F)ccc(NC(=O)NC(=O)c2c(F)cccc2F)c1,-6.9670000000000005
FC(F)(F)c1c(c(CC(C)C)c(C(=O)OC)c(C(F)F)n1)C=1SCCN=1,-5.1999998
Clc1c(C2(Cn3ncnc3)OC(C)CO2)ccc(Oc2ccc(Cl)cc2)c1,-4.433000099999999
Clc1cc2ncc(Oc3ccc(OC(C(=O)OCC4OCCC4)C)cc3)nc2cc1,-5.0300002
O=C(O)c1c(-c2c(C(=O)O)cccc2)nn(-c2ccccc2)n1,-2.1889999
Clc1c2c(Oc3ccc(F)cc3)ccnc2cc(Cl)c1,-6.4239998
S(=O)(=O)(Oc1c(OCC)cccc1)NC(=O)Nc1nc(OC)cc(OC)n1,-4.184999899999998
ClC(C(=O)OCC)Cc1c(Cl)cc(F)c(N2C(=O)N(C(F)F)C(C)=N2)c1,-4.2729998
O=C(OC)c1c(Oc2nc(OC)cc(OC)n2)cccc1/C(=N/OC)/C,-3.6040001
Clc1ccc(/C=C(\NC=O)/C(=O)OCC)cc1,-3.01
Clc1c(NS(=O)(=O)c2nn3C(OC)=CC(OC)=Nc3n2)c(Cl)ccc1C,-3.3199999
S(=O)(=O)(NC(=O)Nc1nc(C)cc(C)n1)c1c(C(=O)OC2COC2)cccc1,-3.8929999
S(=O)(=O)(c1ccc(C)cc1)C1(C(=O)OCC)CC1,-3.01
S(=O)(=O)(c1ccccc1)C1(C(=O)OC)CCC1,-3.0009999
Brc1ccc(Oc2cc(C(OC(=O)C(C(C)C)c3ccc(OC(F)F)cc3)C#N)ccc2)cc1,-8.1730003
Brc1c(C(F)(F)F)n(C)nc1-c1c(F)cc(Cl)c(C(=O)OC(C)C)c1,-6.9229999000000015
ClCCN(CCCl)P1(=O)OCCCN1,-0.815
O=C(OC1C(C(=O)OC)C2N(C)C(C1)CC2)c1ccccc1,-2.227
O=C(OC)[C@@H]1[C@@H](OC)[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)CC2C1CC1N(C2)CCc2c3c([nH]c12)cc(OC)cc3,-3.921
O=C(O)CN,0.52100003
O(C)c1cc2c([C@H](O)C3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,-3.365
O=C(O)[C@@H](N)CCCCN,0.83499998
O=C(O)CCCCCCCCCCCCCCCCC,-5.678
Cc1c2c(c(C)c3c1cccc3)ccc1c2cccc1,-6.623000099999999
O=C1C=C2[C@@](C)(C3C(C4[C@@](C)([C@@H](O)CC4)CC3)CC2)CC1,-4.0910001000000005
S(CCC(N)C(=O)O)C,-0.65899998
OCCc1ccccc1,-0.741
O=C(CCc1ccc(O)cc1)c1c(OC2C(O)C(O)C(O)C(CO)O2)cc(O)cc1O,-2.6400001
O=[N+]([O-])c1sc(N2C(=O)NCC2)nc1,-3.217
ClC(Cl)=COP(=O)(OC)OC,-1.4409999999999998
S(=O)(=O)(N)c1ccc(N)cc1,-1.3609999
S(=O)(=O)(OCC)OCC,-1.3430001
O=C(O)C=1NC(=O)NC(=O)C=1,-1.933
O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,-1.914
O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,-1.67
O=C1N=C(N)C=CN1,-1.143
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.900000099999999
IC,-1.012
C(C)C,-2.849
NCC,1.346
BrC(C)C,-1.587
FC(F)(F)F,-3.6700001
OC(CC)(C)C,0.096000001
O=C(O)C(C)(C)C,-0.67299998
ClC(F)(F)C(F)(F)F,-3.425
O=S1(=O)OC(c2c(C)cc(O)c(C(C)C)c2)(c2c(C)cc(O)c(C(C)C)c2)c2c1cccc2,-3.628
ClC1(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-5.1810002
O=CC(=C)C,-0.147
O=C(N)C=1C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@](O)(C)C3[C@H](O)C2[C@H](N(C)C)C=1O,-3.168
S(=O)(=O)(Nc1sc(C(C)C)nn1)c1ccc(N)cc1,-3.414
O=C(O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)C3C2CC1)CC(O)CC4,-3.3680000000000003
O=C(O)c1c(C(c2ccc(O)cc2)c2ccc(O)cc2)cccc1,-3.263
O=C(CO)[C@]1(O)[C@]2(C)C(C3C([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1,-3.494
S(=O)(=O)(O)c1c(-c2c(S(=O)(=O)O)cc(N)c(C)c2)cc(C)c(N)c1,-2.217
O=C(OCCCC)c1c(C(=O)OCCCC)cccc1,-4.395
O=C(O)c1c2c(ccc1)cccc2,-3.3010001000000004
O=C(O)C(NC(=O)C)Cc1c2c([nH]c1)cccc2,-2.312
Clc1c(Cl)cccc1Cl,-4.0029998
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-1.2869999
O=C(O)c1occc1,-0.47999999
OC(c1ccccc1)c1ccccc1,-2.549
N(Cc1ccccc1)(CC1=NCCN1)c1ccccc1,-2.602
c12c(cc3c(c1)cccc3)cc1c(c2)cccc1,-8.1800003
Cc1nc2c(cc1)ccc(C)c2,-1.941
O/N=C(/C(=N/O)/C)\C,-2.2869999
Nc1c(N)cccc1,-0.428
BrC(CBr)CCl,-2.2839999
ClCC(O)CO,0.95599997
O(C)c1c(O)ccc(CC=C)c1,-1.824
O=C(OCC(C)C)C(C)C,-2.1589999
Oc1c(O)ccc(C(C)(C)C)c1,-1.92
O=[N+]([O-])c1ccccc1,-1.77
O=[N+]([O-])c1ccc(N)cc1,-2.2780001
NCc1ccccc1,0.97000003
OCc1cnccc1,0.96200001
O(C)c1ccccc1,-2.017
O=NN1CCCCC1,-0.17399999
O(CC)c1ccc(/N=C(\Nc2ccc(OCC)cc2)/C)cc1,-1.128
O(Cc1ccccc1)Cc1ccccc1,-3.6949999
S=C(Nc1ccccc1)N,-1.79
Nc1ccc(CCCCCCCCCCCC)cc1,-2.6389999
O=Cc1ccc(C)cc1,-1.724
O=C(OCC)NC,0.82599998
O=CC=O,1.2359999
C(CCC)(C)C,-3.789
O=C(CC(C)C)C,-0.722
O=C(OC(CC(C)C)C)C,-2.0450001
Brc1ncccc1,-0.88099998
O=C(OCCCC)CCCCCCCCC(=O)OCCCC,-3.8959999
O(C(C)C)CCO,0.98199999
C(=C/C)\CC,-2.5380001
O=C(O)CCC(=O)O,-0.152
O=C(NNC(=O)N)N,-2.6960001
SCCCCC,-2.825
C1=CCCCC1,-2.5860000000000003
O=C(O)COCC(=O)O,0.493
ClCCCCCCCC,-4.4829998
O(CCOCC)CCOCC,0.79000002
O(C)C,-0.001
P(F)(=O)(N(C)C)N(C)C,0.81199998
[SH0](=O)(C)c1ccc(OP(=S)(OCC)OCC)cc1,-2.188
FC(F)=C(F)F,-2.799
S(=O)(=O)(O)c1c(-c2c(S(=O)(=O)O)cc(N)cc2)ccc(N)c1,-2.6240001
N(CC)c1c2c(ccc1)cccc2,-3.1919999
c12c(cccc1)CCCC2,-3.4489999
O=C(OCC)c1ccc(O)cc1,-2.2739999
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,-3.5710001000000005
S=P(OC)(OC)Oc1cc(C)c([N+](=O)[O-])cc1,-3.8629999
O=C(CC(O)(C)C)C,0.935
O=C(OCC)CCCCC,-2.3599999
NCCCCCCCCCCCC,-3.3759999
O=C(/C=C/C1C(C)=CCCC1(C)C)C,-3.2590001
O=C1c2c(N)ccc(N)c2C(=O)c2c1cccc2,-5.8590002
IC=1C(=O)N(N(C)C=1C)c1ccccc1,-2.5940001
O=C(Oc1c(C(=O)Oc2ccccc2)cccc1)C,-4.1079998
O=[N+]([O-])c1cc(N)c(OCC)cc1,-3.2110000000000003
S(=O)(=O)(O)c1cc(NN)ccc1,-0.82700002
Clc1nc(NC(C)C)nc(NC(C)C)n1,-4.427
O=C(O)CCCCCCC/C=C\CC(O)CCCCCC,-1.936
O=C(O)CCCCCCCCCCC,-4.619999900000002
O=C(O)C(CCCC)CC,-1.858
P(=O)(OP(=O)(N(C)C)N(C)C)(N(C)C)N(C)C,0.54299998
c12c(c3c(c4c1cccc4)cccc3)cccc2,-6.744999900000002
[nH]1ncc2c1cccc2,-2.155
ClC(Cl)(Cl)C(O)O,0.68099999
Fc1cc(C)c(NC(=O)C)cc1,-1.359
Ic1ccc(F)cc1,-3.1259999
P(F)(=O)(NC(C)C)NC(C)C,-0.35699999
FC(F)C(=O)O,1.018
O=C(C(=O)C)C,0.366
O=C1C=C2C(C3C(C4[C@@](C)([C@@H](O)CC4)CC3)CC2)CC1,-1.948
N(C)c1ncnc2[nH]cnc12,-2.102
Fc1c([N+](=O)[O-])cc(C(=O)O)cc1,-1.581
N#CNC(=N)N,-0.30899999
C(C)(C)(C)C,-3.3369998999999995
Cl/C=C(/OP(=O)(OCC)OCC)\c1c(Cl)cc(Cl)cc1,-3.4619998999999995
O=C(O)CCC(C)C1C2(C)C(=O)CC3C(CCC(=O)O)(C)C(C(=O)O)CC(=O)C3C2CC1,-2.809
O=[N+]([O-])c1c(OC(=O)C=C(C)C)c(C(CC)C)cc([N+](=O)[O-])c1,-5.5079999000000015
O=C1N2C([C@H](O)CC2)=Nc2c1cccc2,-2.102
O=C(OC)c1c(OC2C(O)C(O)C(O)C(COC3C(O)C(O)C(O)CO3)O2)cccc1,-0.74199998
O=C1CC(=O)CC(c2ccccc2)C1,-2.5109999
S(=O)(=O)(OCC)c1ccccc1,-2.1300001
O=C(O)c1c(OC)c(OC)ccc1C=O,-1.925
Oc1c2c(cc3c1cccc3)cccc2,-4.7329998
Clc1c(NC(=O)C)cccc1,-1.4
O=C(O)C(C(=O)O)CCCC,0.43700001
[I+]([O-])c1ccccc1,-2.4319999
O(Cc1ccccc1)C,-1.61
O=C(N)CCC,0.27200001
S(=O)(=O)(O)CCNC(=N)N,-0.63200003
O=C(OCCC(C)C)N,-1.395
O=C(O)CCCCCCCCCCCCC,-5.329
O=C(OCC)C(C=1C(=O)Oc2c(C=1O)cccc2)C=1C(=O)Oc2c(C=1O)cccc2,-3.4260001000000004
N(CCN)c1c2c(ccc1)cccc2,-1.969
O=C(O)CCc1c(C)[cH0]=2[nH][cH0]1=CC=1C(CCC(=O)O)=C(C)C(N=1)=Cc1c(C)c(C=C)c([nH]1)C=C1C(C)=C(C=C)C(=N1)C=2,-3.5220001000000005
ClCCN(CCCl)CCCl,-3.1070001
S=C=NC,-0.98299998
ClC(C(O)C)C,-0.212
OC(C(CC)C)C,-0.722
Clc1c(Cl)cccc1O,-1.656
Brc1cc2c(cc1)cccc2,-4.4000001
OCCC(CC)C,-1.376
Ic1ccc(Br)cc1,-4.5599999
C(=C\C)\C,-1.9299999
O=C(CCCC)C,-0.76499999
ClC(Cl)(Cl)C(=O)N,-1.097
OC(CCC)(CC)C,-0.99000001
O(C(C)C)C,-0.057
OC(C(C)C)C(C)C,-1.22
BrC(C(=O)O)C(Br)C(=O)O,-1.131
O=Cc1c(OCC)cccc1,-2.112
S(C)c1sc2c(n1)cccc2,-3.161
O=C(O)C(C(=O)O)CCCCC,0.59200001
NCc1occc1,1.013
O=C(O)c1cc(O)cc(C(=O)O)c1,-2.4820001
OCc1cc(O)ccc1,-0.26800001
S=C=Nc1ccc(C)cc1,-4.7199998
O=C(OC)CCC,-0.833
Clc1cc(Cl)cc(N)c1,-2.3150001
O=C(O)CCC(N)C,0.53899997
C1=CCCCCC1,-3.1630001
[Si](CC)(CC)(CC)CC,-5.6469998
Clc1c(Cl)cc(Cl)cc1Cl,-4.6269999
O=C(NC(=O)C)NC(=O)C,-0.31400001
N(C)(C)c1nc(N(C)C)nc(N(C)C)n1,-3.3640001000000006
ClC(Cl)C(=O)N,-0.25600001
[O-][n+]1c(N)c2nc[nH]c2nc1,-2.2620001
ClC(Cl)(SN(S(=O)(=O)N(C)C)c1ccc(C)cc1)F,-5.586
ClCCF,-0.52899998
Nc1ncnc2nc(N)cnc12,-2.9089999
O=C(OC(OC(=O)C)C=C)C,-1.245
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])CNC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],-2.684
O=S1(=O)NCc2c1cccc2,-1.521
O=[N+](OCC(=O)OCC)[O-],-1.711
P(=O)(N(C)C)(N(C)C)n1c(N)nc(-c2ccccc2)n1,-3.0710001
O=C(O)C(NC(=O)C(N)CC)CC,-1.2970001
S(SCCC(=O)O)CCC(=O)O,-0.19599999
Oc1c(O)ccc(CC=C)c1,-0.77899998
O=C1N=CNC(O)=C1,-1.652
O=CC1=CCCCC1,-1.3430001
O=NN1CC(C)OC(C)C1,-0.064999998
O=[N+]([O-])c1c(O)ccc(OC)c1,-2.8410001
S(=O)(=O)(N)c1cc(C(=O)N)ccc1,-2.155
O=C(NN=C1CCCCC1)N,-1.413
Clc1c(C2=NCC(=O)Nc3c2cc([N+](=O)[O-])cc3)cccc1,-3.4990001000000004
N(CC/C=C/1\c2c(OCc3c\1cccc3)cccc2)(C)C,-3.947
O=C(Nc1ccccc1)c1cnccc1,-3.0929999
OC(C(CC)C)CCC,-1.841
Clc1c(C)c(Cc2ccccc2)c(O)cc1C,-4.302
O=[N+]([O-])c1c(OCC(=O)O)cccc1,-2.016
S(=O)(=O)(N)c1cc(C)ccc1,-1.341
ClCC(=O)N(C(C)C)c1ccccc1,-2.562
FC1=C(N)NC(=O)N=C1,-0.935
C(CC)(C)(C)c1ccccc1,-4.1500001000000015
O=C(O)C(CC(C(=O)O)C)C,-0.456
Clc1c(c(Cl)c(Cl)cc1Cl)-c1c(Cl)c(Cl)cc(Cl)c1Cl,-9.4659996
O=C(OCC1OCCC1)c1ccccc1,-2.323
N#CCCCCCCCC,-3.299
ClC(Cl)=C(Cl)C(=O)O,-0.46599999
Clc1cc(N=C=S)ccc1,-3.951
O(CCCC)CC1OC1,-0.81400001
O=C1Nc2c(ncnc2)N=C1,-2.714
O=C(O)CNC=O,0.26800001
Cc1c2c3c(cc4c(c3)cccc4)ccc2ccc1,-6.644000099999999
O=C(O)CCCCCCCC=O,-0.95700002
O=[N+]([O-])c1ccc(N=Nc2ccc(Nc3ccccc3)cc2)cc1,-7.522999799999999
S=P(SC(C(=O)OCC)c1ccccc1)(OC)OC,-4.4640002
O=C(Oc1c(C(C)C)cccc1)NC,-2.684
O=C1/C(=N\O)/c2c(cccc2)C=C1,-2.937
CC1NCC(C)NC1,0.486
c1(-c2sc(-c3oc4c(n3)cccc4)cc2)oc2c(n1)cccc2,-7.522999799999999
P(=O)(OCC=C)(OCC=C)c1ccccc1,-2.9000001
Clc1c(Cl)cccc1OCC(=O)O,-2.809
O=C(O)CC(CCC(=O)O)C,0.19
CC1(C)CC(C)CCC1,-4.8530002
Clc1c(Cl)ccc(N(C(=O)N(C)C)C(=O)c2ccccc2)c1,-4.3239999000000005
O=C(O)c1nocc1,0.94700003
O=C1N=C(N)c2[nH]cnc2N1,-3.369
O=C(c1c(O)cc(O)cc1O)c1ccccc1,-1.8710001
O=C(OCCCCCCCCCCCC)c1cnccc1,-3.2880001000000005
NCc1ccncc1,0.96600002
NC(C(C)(C)C)C,0.986
OC(C(C)(C)C)CC,-1.151
O=C(O)C(C(C(=O)O)(CC)CC)(CC)CC,-2.964
O=C1c2c(Nc3ccccc3)ccc(N)c2C(=O)c2c1cccc2,-9.2139997
O=C(OCCC(OC)C)C,-1.5019999999999998
CC1(C)CC(C)CC1,-4.4780002
O=C(O)C(N)COCC,0.52399999
OC(/C=C/C)CC,-0.41999999
OC(C(CC)C)(C)C,-0.86900002
S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,-3.352
O=[N+]([O-])c1oc(/C=N/N(C(=O)N)CCCO)cc1,-2.596
O=C1N(C)C(=O)C=2N(C)C(=O)NC=2N1C,-1.582
O=C(OCC)C=1C(=O)C(C(=O)OCC)=C(C)OC=1C,-1.525
O=[N+]([O-])c1oc(/C=N/N(C(=O)N)CC)cc1,-2.9389999
