smiles,group,LogS
O=C(O)CCCCCCCCCCO,training,-2.704
O=C1C2(C)C(CO)(C)C(C1)CC2,training,-0.27900001
[SH0](=O)(C)c1c(C)cc(OP(=S)(OC)OC)cc1,training,-4.8979998
O=C(Oc1c(C(CC)C)cccc1)NC,training,-2.6930001
O=C(O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN,training,-2.858
OC/C=C\C,training,0.36199999
O=[N+]([O-])c1ccc(OC(=O)C(C)C)cc1,training,-3.9590001
ICCCCCCC,training,-4.8099999
Clc1ccc(N=Nc2ccccc2)cc1,training,-5.7020000999999985
O=C(O)C(=O)CC(=O)CC,training,-0.39500001
O=C(O)C(N)CC1CCC(O)CC1,training,-0.35299999
S(=O)(=O)(Nc1nc(C)c(C)cn1)c1ccc(N)cc1,training,-3.1440001
O=C1c2c(NCCO)ccc(NCCO)c2C(=O)c2c1cccc2,training,-5.77
S=C(SCC)NCC(=O)O,training,-1.089
O=C(C(O)C(OC1C(O)C(O)C(O)C(CO)O1)C(O)CO)CO,training,0.34900001
O=[N+]([O-])c1c(OCC)c([N+](=O)[O-])cc([N+](=O)[O-])c1,training,-3.4100001000000004
OCc1c2c(ccc1)cccc2,training,-1.744
Fc1c(-c2ccccc2)ccc(C(C(=O)O)C)c1,training,-4.4850001
BrCCC=C,training,-2.247
O=C(Nc1ccccc1)C=1S(=O)(=O)CCOC=1C,training,-2.2809999
OCC1OCOC2C1OCOC2,training,-0.62300003
Nc1nc(N)nc(C(C)C)n1,training,-1.432
O=[N+]([O-])c1oc(/C=N/N(C(=O)N)CC(O)C)cc1,training,-2.6300001
N=C(NC(=N)N)Nc1cc2c(cc1)cccc2,training,-2.55
P(=O)(O)(O)c1cc(N)ccc1,training,-1.605
Ic1c(N)cc([N+](=O)[O-])cc1,training,-4.4219999
O=[N+]([O-])c1c2c3c4c(cc2)cccc4ccc3cc1,training,-7.321000099999999
O=CCN1C(=O)N(C)c2ncn(C)c2C1=O,training,-1.4170001
O=C(O)CN1C(=O)N(C)c2ncn(C)c2C1=O,training,-1.3769999999999998
S(=O)(=O)(Nc1sc(C(=O)O)cn1)c1ccc(N)cc1,training,-2.8740001
ONc1[nH]cnc-2ncnc1-2,training,-2.4000001
O=C(O)/C(=C\C)/Cc1ccccc1,training,-2.5650001
O=[N+]([O-])N1CN([N+](=O)[O-])CC1,training,-2.21
O=C(OCCC)CCC(=O)N(CC)CC,training,-0.61699998
Clc1nc(NC(C)(C)C)nc(NCC)n1,training,-4.4320002
O=C(O)CC(CC(=O)C)c1ccccc1,training,-1.446
Clc1cc(C)c(/N=C/N(C)C)cc1,training,-2.862
O=[N+]([O-])c1oc(/C=N/O)cc1,training,-2.1930001
Oc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,training,-9.6990004
O=C(O)C1(N)C2(C)C(C)(C)C(C1)CC2,training,-1.596
O=C(OCC=C)C(OC(=O)C(O)C)C,training,-0.68300003
OC1(c2ccccc2)c2c(N(C)c3c1cccc3)cccc2,training,-3.9030001
O=C(N(C)C)c1c(C(=O)N(C)C)cccc1,training,0.50800002
O=C(O)Cc1c(C)cc(C)cc1,training,-2.3889999
O=C(OC(COC(=O)c1ccccc1)C1C(OC(=O)c2ccccc2)C2OC(C)(C)OC2O1)c1ccccc1,training,-4.6290002
S=C(SCc1ccccc1)N(CC(=O)O)c1ccccc1,training,-3.9219999
OCc1[nH]c2ncncc2n1,training,-1.518
Clc1c(N=Nc2ccc(N(CCO)CCC#N)cc2)ccc([N+](=O)[O-])c1,training,-6.130000099999998
O=[N+]([O-])c1c(C(=O)OCC(C)C)c(C(=O)O)ccc1,training,-3.0469999
Clc1c(Oc2ccc(Cl)cc2)cccc1,training,-5.52
OCC(N(C)C)(C)C,training,0.93099999
O=NN(CCCC)C,training,-0.69999999
Clc1c(C)cc(O)c([N+](=O)[O-])c1,training,-4.3899999
O=C1C(c2c(O)cc3c(n2)cccc3)C(=O)c2c1cccc2,training,-8.0
O=C(OCN1C(=O)C2=C(C1=O)CCCC2)[C@@H]1[C@@H](C=C(C)C)C1(C)C,training,-5.2579999000000015
OC(C#N)C(C)C,training,0.30500001
Cl/C=C\CCl,training,-1.707
BrC(Br)(C#N)C(=O)N,training,-1.207
C(CN1CCOCC1)(C)C,training,-0.70899999
O(CC(O)CO)CCCCCCCC,training,-1.921
Clc1cc(C)c(OCCCC(=O)OCC)cc1,training,-4.4089999
SC(=O)CCCCC(S)=O,training,-1.733
ClC(Cl)(CCl)CCl,training,-2.579
O=C(O)C1=C(C)CCCC1,training,-2.283
Brc1c(O)c(Br)cc(/C=N/Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2)c1,training,-6.664
O=NN(CC(=O)O)C,training,0.92799997
Brc1c(Cl)cc(NC(=O)N(OC)C)cc1,training,-3.924
O=COCc1occc1,training,-0.98299998
O=C(OCCCC)C(OC(=O)C(O)C)C,training,-1.375
Clc1nc2nccnc2cn1,training,-0.6990000000000001
O=C(N(C)C)Nc1ccc(Oc2ccc(OC)cc2)cc1,training,-4.1560001
Brc1c(C)cc(O)cc1,training,-2.0409999
S(=O)(=O)(O)c1c2C(=O)c3c(C(=O)c2ccc1)cc(S(=O)(=O)O)cc3,training,0.43399999
O=C(O)C=1C(=O)c2c(N(CC)C=1)cc1OCOc1c2,training,-4.9120002000000005
O=C(OCC)C(C(=O)OCC)Cc1c(C(=O)O)cccc1,training,-2.8160000000000003
S=P(O/N=C(\C#N)/c1ccccc1)(OCC)OCC,training,-4.862
O=C(Nc1ccccc1)C(O)(CC(=O)O)CC(=O)O,training,-0.48699999
Clc1c(Nc2c(CC(=O)O)cccc2)c(Cl)ccc1,training,-5.0970001
Ic1c(C(=O)Nc2ccccc2)cccc1,training,-4.2080002
P(=O)(OCC)(OCC)CCCCCC,training,-2.569
O=NN(C(=O)CCC)C,training,-1.535
O=C(N/N=C/c1cc(OC)c(O)cc1)N,training,-3.5420001000000005
O=C(N/N=C/c1cc(OCC)c(O)cc1)N,training,-2.8050001
O=C1c2ncccc2NC=C1,training,-2.244
O=C(O)C(C(C(=O)O)c1ccccc1)CC,training,-2.326
ClCC(=O)NC(=O)C,training,-1.5089999
O=[N+]([O-])c1ccc(NC(=O)NN=C(C)C)cc1,training,-3.595
O=C1C(C)=C(C)Oc2c1cccc2,training,-2.0650001
Clc1c(Cl)c([N+](=O)[O-])ccc1Cl,training,-3.9400001
O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc(N)c1,training,-2.385
Clc1ccc(-c2c(CC(=O)O)sc(-c3ccccc3)n2)cc1,training,-4.9640002
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1ccccc1,training,-7.910999799999999
O/N=C/1\C(=N\O)\CCC(C)C\1,training,-1.6619999
Cc1c2c(C)cccc2c2c(c1)cc1c(c2)cccc1,training,-7.974
O=C(OCC)CN/C(=C/C(=O)C)/C,training,-0.58600003
O=[N+]([O-])c1ccc(OC(=O)CC(C)C)cc1,training,-4.395
Clc1c(O)c(Cc2ccccc2)cc(Cl)c1,training,-4.6399999
Nc1[nH]c2ncncc2n1,training,-2.415
O=C(OCCCCC)C(OC(=O)C)C,training,-0.81900001
O=C(N(C)c1c(C)cccc1)N,training,-0.403
S(C(C(=O)O)CC)C(C(=O)O)CC,training,-0.70899999
O=C(O)C1C(C2OC(c3ccccc3)OC2)OC(c2ccccc2)O1,training,-2.4549999
Brc1c(Cl)cc(OP(=S)(OC)c2ccccc2)c(Cl)c1,training,-7.138
Clc1nc(NC(C#N)(C)C)nc(NCC)n1,training,-3.151
O=C1N=C(N)c2nccnc2N1,training,-3.359
O=C(O)C(c1c(C(=O)O)cccc1)c1c(C(=O)O)cccc1,training,-2.5
S(=O)(=O)(N)c1cc(S(=O)(=O)N)cc(S(=O)(=O)N)c1,training,-2.323
O=C1NC(=O)C=2N=CNC(=O)C=2N1,training,-3.911
O=C(Oc1c(C)c(C)nc(N(C)C)n1)N(C)C,training,-1.946
O(CC(CO)(CO)CC)CC(CO)(CO)CC,training,-0.98400003
S=P(OCC)(OCC)Oc1nc(N(CC)CC)nc(C)c1,training,-4.9239998
N(C)(C)c1[nH]c2ncncc2n1,training,-1.3890001
Cc1c(C)nc2c(n1)nc(C)nc2,training,-1.1440001
O=C(Nc1ccccc1)c1c(C)occ1,training,-3.3039998999999995
O=C(O)CC(CCC(=O)O)CCCC,training,-1.3969999999999998
Clc1cc(Cl)cc(Oc2ccccc2)c1,training,-5.0609999000000006
Clc1c(Oc2ccccc2)cc(Cl)cc1,training,-4.9699998
O=S1(=O)N(C(C)C)C(=O)c2c(N1)cccc2,training,-2.6819999
O=C(OCC)/C(/NC=O)=C/c1ccccc1,training,-2.891
C(C)c1cc(C)ccc1,training,-3.2079999
S=C(SCC(=O)O)OCc1ccccc1,training,-2.6849999
O=C(O)C(N)(C(=O)O)C,training,0.87599999
Cl/C(=C\Cl)/C,training,-1.614
O=C1N(C)C(=O)c2nc(C)n(C)c2N1C,training,-2.142
O=[N+](OCC(O)CO)[O-],training,0.47799999
C(=C\CCCCCCCC)\CCCCCCCCCCCCC,training,-6.0320000999999985
S=C1N(C)N(c2ccccc2)C(C)=C1,training,-1.6670001
Brc1c(O)ccc(C(=O)OC)c1,training,-3.165
Clc1c(Cl)cc2Oc3c(Oc2c1)cccc3,training,-7.23
O(C)c1ncnc2nccnc12,training,-1.113
O=C(NCC(C)C)N1C(=O)NCC1,training,-2.154
O=C(OC)Nc1[nH]c2c(n1)cc(C(=O)c1ccccc1)cc2,training,-3.6170001
Cc1c2c3c4c(c1)cccc4ccc3c1c(c2)cccc1,training,-8.522000300000002
O=C(O)C=1c2c(NC(=O)C=1)ccc(OC)c2,training,-3.1099999
O=C1SC=C(C)N1,training,-0.66000003
O=C(O)C(O)C(N)C(=O)N,training,-1.149
Clc1c(c(Cl)ccc1)-c1ccccc1,training,-4.9660001
O=[N+]([O-])c1c(CNc2ccccc2)cccc1,training,-0.70200002
Clc1c2Oc3c(c(Cl)cc(Cl)c3)Oc2cc(Cl)c1,training,-9.003000300000002
Clc1c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)cc(Cl)c1,training,-8.946999499999997
S(=O)(=O)(CC(=O)OC)c1ccccc1,training,-1.141
O=C(OC(OC)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)COC(=O)C)C,training,-1.816
Brc1c(OC(=O)C=C)c2ncccc2c(Cl)c1,training,-4.717
O=C1N(Cc2ccccc2)C(=O)NC1(C)C,training,-1.795
ClC1=C(OP(=O)(OC)OC)C2C=CCC12,training,-2.0569999
Clc1c(-c2ccccc2)cc(Cl)cc1,training,-5.2989998
O=C(N(C(C)C)Cc1ccccc1)C(C)(C)C,training,-2.47
Clc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1,training,-6.589000200000001
S=P(SCCC)(OCC)Oc1ccc(SC)cc1,training,-6.0170002
Clc1c(c(Cl)cc(Cl)c1)-c1ccccc1,training,-6.0089998
Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1,training,-9.1990004
S=P(OCC)(Oc1c([N+](=O)[O-])ccc(C)c1)NC(CC)C,training,-4.73
Clc1c(OP(=O)(OCC)Oc2c(Cl)cc(Cl)cc2)ccc(Cl)c1,training,-5.7740002
O=C(N)c1c(O)ccc(C(O)CNC(CCc2ccccc2)C)c1,training,-3.448
N(C)(C)c1nc2[nH]cnc2cn1,training,-2.665
S(SCC(NC(=O)C(N)CC(C)C)C(=O)O)CC(NC(=O)C(N)CC(C)C)C(=O)O,training,-0.47999999
Clc1c(Cl)c(-c2c(Cl)c(Cl)ccc2Cl)ccc1Cl,training,-7.650000099999999
Clc1c(Cl)ccc(-c2c(Cl)cccc2)c1,training,-6.2870002000000005
O=[N+]([O-])c1c2c(c(O)cc1)nc(C)cc2,training,-3.96
S(C/C(=N\OC(=O)NC)/C(C)(C)C)C,training,-1.6230000000000002
Clc1c(c(Cl)cc(Cl)c1)-c1c(Cl)cc(Cl)cc1,training,-7.6599998
Clc1c(Cl)cccc1-c1c(Cl)ccc(Cl)c1,training,-6.4650002
Clc1c(Cl)ccc(-c2c(Cl)cccc2Cl)c1,training,-7.02
O=[N+]([O-])c1cc(OC)c(N=Nc2ccc(N(CCO)CCO)cc2)cc1,training,-4.6989999000000005
O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@H](O)[C@@H](O)C2,training,-1.5700001
O=C(NC(C)(C)c1ccccc1)Nc1ccc(C)cc1,training,-5.3499999
O=C(N(C)c1ccccc1)NC(C)(C)c1ccccc1,training,-3.3499999
Clc1cc(Cl)cc(N2C(=O)C(C=C)(C)OC2=O)c1,training,-5.0419998
O=C(OC(C)C)C(C(=O)OC(C)C)=C1SCCS1,training,-3.7309999
O=C1NCCCCCCCCCCCCCC1,training,-2.8740001
O=C(NCCNC(=O)CCCCC)CCCCC,training,-3.108
O=C(O)C(OC(=O)C)c1ccccc1,training,-1.2309999
O=C(O)C(NCCC#N)C,training,-0.006999999999999999
ClCC(=O)N(CCOCCC)c1c(CC)cccc1CC,training,-3.7950001
Clc1ccc(Oc2ccc(OC(C(=O)OCC(C)C)C)cc2)cc1,training,-3.2869999
Clc1ccc(C(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)cc1,training,-7.2429999999999986
Clc1c2C(=O)N(C(=O)c2ccc1)C1(C(=O)N)CCCCC1,training,-4.0100002
Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)c(Cl)cc(Cl)c1Cl,training,-9.2910004
Clc1c(c(Cl)c(Cl)cc1Cl)-c1c(Cl)c(Cl)ccc1,training,-8.604000099999999
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)ccc(Cl)c1,training,-7.860000099999999
Ic1cc2C(=O)OCc2cc1,training,-3.2110000000000003
O=C(OC(C#C)/C(=C/CC)/C)C1C(C)(C)C1C=C(C)C,training,-6.3930001
O=C(OC(COC(=O)C)C1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)O1)C,training,-2.6619999
FC(F)(F)c1cc([N+](=O)[O-])c(N(CC(=C)C)CC)c([N+](=O)[O-])c1,training,-6.046
S(N(CCCC)CCCC)N(C(=O)Oc1c2OC(C)(C)Cc2ccc1)C,training,-6.1030002
O=C(Nc1cc(OC(C)C)ccc1)c1c(C)cccc1,training,-4.3260002
Clc1c(Cl)c(Cl)cc(Cl)c1-c1c(Cl)cc(Cl)cc1,training,-7.4710002000000015
S(=O)(=O)(C(C)(C)C)CSP(=S)(OCC)OCC,training,-2.895
Brc1ccc(-c2ccc(C3CC(C=4C(=O)Oc5c(C=4O)cccc5)c4c(cccc4)C3)cc2)cc1,training,-8.138999900000002
FC=1C(=O)NC(=O)N(C(=O)NC)C=1,training,-2.48
Clc1c(OP(=S)(OC)OC)c(Cl)cc(C)c1,training,-5.4369998
S(C)C=1N(/N=C/C(C)C)C(=O)C(C(C)(C)C)=NN=1,training,-4.4289999
Clc1c(Cl)c2oc3c(c2cc1Cl)cc(Cl)c(Cl)c3,training,-9.1610003
O=C(OC)C(N(C(=O)COC)c1c(C)cccc1C)C,training,-1.5219999999999998
N(=Nc1ccc(C)cc1)c1c(N)ccc(C)c1,training,-3.902
O=C1C(CC)(CC)C(N)=NC(=O)N1,training,-1.3969999999999998
O=C(O)/C(=C(/C)\c1ccccc1)/CC(=O)O,training,-3.017
O=C1C(=O)NC=2N=CNC(=O)C=2N1,training,-3.678
ClCCN(N=O)C(=O)NCC1C(O)C(O)C(O)C(OC)O1,training,-1.561
Clc1c(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)ccc1Cl,training,-8.239000299999999
O=C(OC)C1CN(C)C(=O)C1,training,0.80400002
Ic1c(NC(=O)C(O)C)c(I)c(C(=O)NC(CO)CO)c(I)c1C(=O)NC(CO)CO,training,-0.74400002
Clc1c(Cl)cccc1-c1c(Cl)cc(Cl)cc1Cl,training,-7.400000099999999
Clc1c(Cl)ccc(Oc2c(Cl)cccc2)c1,training,-5.1989999000000005
S(=O)(=O)(O)c1c(N)c2c(c(S(=O)(=O)O)c1)ccc(S(=O)(=O)O)c2,training,-0.31900001
Clc1c(C(=O)NC(=O)Nc2ccc(OC(F)(F)F)cc2)cccc1,training,-7.157000099999999
O=C(N)COC(=O)c1ccccc1,training,-1.64
O=C(NCC)COC(=O)c1ccccc1,training,-2.237
O=C(N(CC)CC)COC(=O)c1ccccc1,training,-2.0710001
O=C(O)/C(=C\C(=O)OCC)/C,training,-0.91799998
FC(F)(F)c1c(C(=O)Nc2cc(OC(C)C)ccc2)cccc1,training,-4.6950002
Clc1cc2oc(Oc3ccc(OC(C(=O)OCC)C)cc3)nc2cc1,training,-5.6040001
O=C(NC(CC)(CC)CC)N,training,-1.819
Clc1c(OCCN(C(=O)n2cncc2)CCC)c(Cl)cc(Cl)c1,training,-4.044000100000001
Clc1c(Cl)cc(Cl)cc1-c1c(Cl)cc(Cl)cc1,training,-7.820000200000001
Clc1c(c(Cl)c(Cl)cc1Cl)-c1ccc(Cl)cc1,training,-7.880000099999998
Clc1c(Cl)c(Cl)cc(Cl)c1-c1c(Cl)ccc(Cl)c1,training,-8.0100002
Clc1c(Oc2c(Cl)cccc2)ccc(Cl)c1,training,-4.9499998
Clc1c(NC(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)ccc(C(F)(F)F)c1,training,-8.0030003
Clc1c(N[N+](=O)[O-])ccc(Cl)c1,training,-3.0
Clc1c(Oc2ccc(OC(C(=O)O)C)cc2)ncc(C(F)(F)F)c1,training,-3.921
Clc1c(Cl)cc(-c2c(Cl)ccc(Cl)c2)cc1Cl,training,-7.315000099999999
Clc1cc([N+](=O)[O-])c(N=NC2=C(O)N(CC)C(=O)C(C#N)=C2C)cc1,training,-6.690000099999999
O=C(OC)[C@H](N(C(=O)COC)c1c(C)cccc1C)C,training,-1.031
S(=O)(=O)(Nc1scc(C)n1)c1ccc(NC(=O)C)cc1,training,-2.151
Clc1c(C(=O)c2c(OCC(=O)c3ccccc3)n(C)nc2C)ccc(Cl)c1,training,-2.651
Clc1c(Oc2cc(C(=O)NS(=O)(=O)C)c([N+](=O)[O-])cc2)ccc(C(F)(F)F)c1,training,-3.9430001
Clc1cc2[n+]([O-])nc(-n3cncc3)nc2cc1,training,-3.862
O(/N=C\1/C2(C)C(C)(C)C(C/1)CC2)CC#C,training,-2.312
Clc1c(c(Cl)c(Cl)cc1Cl)-c1cc(Cl)c(Cl)cc1,training,-8.477999699999998
Clc1c(c(Cl)ccc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1,training,-8.2700005
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)cc(Cl)cc1Cl,training,-9.4809999
BrC(C(=O)NC(C)(C)c1ccccc1)C(C)(C)C,training,-4.9450002
O(NC(=O)c1occc1)C(=O)c1occc1,training,-1.972
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(CC(N)C(=O)OCC)c1,training,-4.605
O=C(O)C(O)(CN)C,training,-1.336
S(COC(=O)c1c(OC(=O)C)cccc1)C,training,-2.6400001
Clc1cc2ncc(Oc3ccc(OC(C(=O)O)C)cc3)nc2cc1,training,-6.0599999
S(=O)(=O)(/N=C(\N)/CCSCc1nc(N=C(N)N)sc1)N,training,-2.5280001
O=C(OC)/C=C/C(=C/C(=O)O)/C,training,-0.875
O=C(N(N1C(=O)OCC1)c1c(C)cccc1C)COC,training,-1.913
O=C(OC)c1c(C2=NC(=O)C(C(C)C)(C)N2)cc(C)cc1,training,-2.46
O=C(NCCCCCCCCC)c1cnccc1,training,-3.1400001
O=C(NCCCCCCCCCC)c1cnccc1,training,-3.0769999
O=C(NCCCCCCCCCCC)c1cnccc1,training,-3.027
S(N(C(C)C)CCC(=O)OCC)N(C(=O)Oc1c2OC(C)(C)Cc2ccc1)C,training,-4.71
Clc1c(C)c(Cl)ccc1C(=O)c1c(OCC(=O)c2ccc(C)cc2)n(C)nc1C,training,-6.5209999000000005
S(=O)(=O)(O)c1ncsc1,training,0.36000001
[Si](Cn1ncnc1)(C)(c1ccc(F)cc1)c1ccc(F)cc1,training,-3.766
ClCC(=O)N(COC/C=C/C)c1c(CC)cccc1CC,training,-4.0289998
O(/N=C(/CC)\C=1C(=O)CC(c2c(C)cc(C)cc2C)CC=1O)CC,training,-4.8189998
Clc1ccc(C(C#N)(CCCC)Cn2ncnc2)cc1,training,-3.308000100000001
S=C(Oc1cc(C(C)(C)C)ccc1)N(C)c1nc(OC)ccc1,training,-6.0139999
N(\Nc1nc(C)cc(C)n1)=C(/C)\c1c(C)cccc1,training,-3.1960001
S(=O)(=O)(N)c1cnc(O)cc1,training,-1.8430001
O=C(OC)C(O)C(O)C(=O)O,training,0.183
S(=O)(=O)(NC(=O)OCC(CC)CC)N,training,-1.749
O=C(O)C(CCC(C)C)C,training,-1.983
Clc1c(C(=O)O)c2ncc(C)cc2cc1,training,-2.997
O=C(NC)C(C(=O)NC)(CC)CC,training,0.030999999
S(=O)(=O)(NC(=O)OCC(CCCC)CC)N,training,-2.402
O=C(O)C(NC=O)C(C)(C)C,training,-1.901
O=[N+]([O-])c1oc(/C=C/C=N/NC(=O)C(=O)N)cc1,training,-4.8000002
C(CC)Cc1c2c3c(ccc2cc2c1cccc2)cccc3,training,-7.525000099999999
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c1n(C)ncc1C(=O)OCC,training,-4.4559999
Fc1ccc(C2(O)CCN(CCCC(=O)c3ccccc3)CC2)cc1,training,-4.3569999
O=C(C)n1ncc2C(=O)NC=Nc12,training,-2.3759999
ClCC(=O)N(Cc1c(OC)ccs1)c1c(C)cccc1C,training,-4.4689999
FC(F)(F)c1cc(C=2C(=O)C(c3ccccc3)OC=2NC)ccc1,training,-3.9790001
O(CC)c1nc(N)sn1,training,-0.65100002
O=C(N)/C(=C\C)/CCCC,training,-1.372
O=C(OCn1ncc2C(=O)NC=Nc12)C(C)(C)C,training,-2.6819999
O=C(OCn1ncc2C(=O)N(COC(=O)CCC)C=Nc12)CCC,training,-3.828000100000001
Clc1c(C(=O)C2C(=O)CCCC2=O)ccc(S(=O)(=O)C)c1,training,-3.299
O=[N+]([O-])c1cc2C(=O)OC(CC)c2cc1,training,-2.55
O=C(OCCCCCCC)c1cnccc1,training,-2.7430000000000003
O=C(Nc1c2c(c(OCC)cc1)nccc2)C,training,-1.517
O=[N+]([O-])c1cc(C(=O)OC)c(C(=O)O)cc1,training,-1.721
O=C1N(C)c2nccnc2C=N1,training,-1.3710001
O=C(N)C(CCC(C)C)CC,training,-2.352
O=C(O)C(CCCC(=O)O)(c1ccccc1)c1ccccc1,training,-3.174
S(=O)(=O)(N)c1sc(S(=O)(=O)CCCOC(=O)C)cc1,training,-2.5510001
O=C(O)CCC(NC(=O)c1ccccc1)C,training,-1.692
S(=O)(=O)(N)c1sc2C(=O)CCSc2c1,training,-3.494
O=C(N(CCO)CCO)COC(=O)c1ccccc1,training,0.43000001
O=C(COC(=O)c1ccccc1)N1CCCCC1,training,-2.5009999
O=C(COC(=O)c1ccccc1)N1CCOCC1,training,-1.773
S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(O)c2c1,training,-1.355
S(=O)(=O)(N)c1ccc(S(=O)(=O)CCO)cc1,training,-1.604
S(=O)(=O)(N)c1ccc(S(=O)(=O)CCC(O)(C)C)cc1,training,-1.944
S(=O)(=O)(N)c1cc(F)c(S(=O)(=O)CCCO)cc1,training,-1.654
S(=O)(=O)(N)c1cc(F)c(S(=O)(=O)CCCCO)cc1,training,-2.3
S=C(N/N=C/c1cc(OC2C(O)C(O)C(O)C(CO)O2)c(OC)cc1)N,training,-2.8889999
O=C1NCCCCCCCCCCCCCCCCC1,training,-2.8469999
O=C(O)C(CCCCC(=O)O)(c1ccccc1)c1ccccc1,training,-3.4300001000000004
O=[N+](OCC1C(O[N+](=O)[O-])C(O[N+](=O)[O-])C(O[N+](=O)[O-])C(OCCCC)O1)[O-],training,-5.2779999
N(c1nc(C#CC)cc(C)n1)c1ccccc1,training,-4.8569999
Clc1cc2ncc(Oc3ccc(O[C@@H](C(=O)OCCON=C(C)C)C)cc3)nc2cc1,training,-5.848
O=C(N(OC)C)Nc1ccc(Oc2cc3OC(OC)(C)CC(C)(C)c3cc2)cc1,training,-6.0009999
O(C(C)(C)C)C(=O)c1ccc(CO/N=C/c2c(Oc3ccccc3)n(C)nc2C)cc1,training,-7.46
O=C(O)c1c(C2=NC(C(C)C)(C)C(=O)N2)ncc(COC)c1,training,-1.84
O=C(NCCCC)COC(=O)c1ccccc1,training,-2.7590001
O=C(NC(CO)(CO)CO)COC(=O)c1ccccc1,training,-1.268
O=C(N(CC)CC)COC(=O)c1c(OC(=O)C)cccc1,training,-2.109
Clc1c(OC(F)(F)C(F)OC(F)(F)F)ccc(NC(=O)NC(=O)c2c(F)cccc2F)c1,training,-6.9670000000000005
FC(F)(F)c1c(c(CC(C)C)c(C(=O)OC)c(C(F)F)n1)C=1SCCN=1,training,-5.1999998
Clc1c(C2(Cn3ncnc3)OC(C)CO2)ccc(Oc2ccc(Cl)cc2)c1,training,-4.433000099999999
Clc1cc2ncc(Oc3ccc(OC(C(=O)OCC4OCCC4)C)cc3)nc2cc1,training,-5.0300002
O=C(O)c1c(-c2c(C(=O)O)cccc2)nn(-c2ccccc2)n1,training,-2.1889999
Clc1c2c(Oc3ccc(F)cc3)ccnc2cc(Cl)c1,training,-6.4239998
S(=O)(=O)(Oc1c(OCC)cccc1)NC(=O)Nc1nc(OC)cc(OC)n1,training,-4.184999899999998
ClC(C(=O)OCC)Cc1c(Cl)cc(F)c(N2C(=O)N(C(F)F)C(C)=N2)c1,training,-4.2729998
O=C(OC)c1c(Oc2nc(OC)cc(OC)n2)cccc1/C(=N/OC)/C,training,-3.6040001
Clc1ccc(/C=C(\NC=O)/C(=O)OCC)cc1,training,-3.01
Clc1c(NS(=O)(=O)c2nn3C(OC)=CC(OC)=Nc3n2)c(Cl)ccc1C,training,-3.3199999
S(=O)(=O)(NC(=O)Nc1nc(C)cc(C)n1)c1c(C(=O)OC2COC2)cccc1,training,-3.8929999
S(=O)(=O)(c1ccc(C)cc1)C1(C(=O)OCC)CC1,training,-3.01
S(=O)(=O)(c1ccccc1)C1(C(=O)OC)CCC1,training,-3.0009999
Brc1ccc(Oc2cc(C(OC(=O)C(C(C)C)c3ccc(OC(F)F)cc3)C#N)ccc2)cc1,training,-8.1730003
Brc1c(C(F)(F)F)n(C)nc1-c1c(F)cc(Cl)c(C(=O)OC(C)C)c1,training,-6.9229999000000015
ClCCN(CCCl)P1(=O)OCCCN1,test,-0.815
O=C(OC1C(C(=O)OC)C2N(C)C(C1)CC2)c1ccccc1,test,-2.227
O=C(OC)[C@@H]1[C@@H](OC)[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)CC2C1CC1N(C2)CCc2c3c([nH]c12)cc(OC)cc3,test,-3.921
O=C(O)CN,test,0.52100003
O(C)c1cc2c([C@H](O)C3N4C[C@H](C=C)[C@H](C3)CC4)ccnc2cc1,test,-3.365
O=C(O)[C@@H](N)CCCCN,test,0.83499998
O=C(O)CCCCCCCCCCCCCCCCC,test,-5.678
Cc1c2c(c(C)c3c1cccc3)ccc1c2cccc1,test,-6.623000099999999
O=C1C=C2[C@@](C)(C3C(C4[C@@](C)([C@@H](O)CC4)CC3)CC2)CC1,test,-4.0910001000000005
S(CCC(N)C(=O)O)C,test,-0.65899998
OCCc1ccccc1,test,-0.741
O=C(CCc1ccc(O)cc1)c1c(OC2C(O)C(O)C(O)C(CO)O2)cc(O)cc1O,test,-2.6400001
